date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:15:22	4567/4567	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:42%20GMT	https://www.lucideus.com/images/logos/customer/e-commerce/logo-kfc.svg	lucideus/www.lucideus.com/images/logos/customer/e-commerce/logo-kfc.svg	(from https://www.lucideus.com/)
17:15:23	77929/77929	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:43%20GMT	https://www.lucideus.com/images/logos/customer/e-commerce/logo-tatasky.svg	lucideus/www.lucideus.com/images/logos/customer/e-commerce/logo-tatasky.svg	(from https://www.lucideus.com/)
17:15:24	3117/3117	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:40%20GMT	https://www.lucideus.com/images/logos/customer/aviation/logo-indigo.svg	lucideus/www.lucideus.com/images/logos/customer/aviation/logo-indigo.svg	(from https://www.lucideus.com/)
17:15:25	14344/14344	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202019%2004:39:02%20GMT	https://www.lucideus.com/images/section-03.jpg	lucideus/www.lucideus.com/images/section-03.jpg	(from https://www.lucideus.com/)
17:15:26	24402/24402	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202019%2004:39:02%20GMT	https://www.lucideus.com/images/section-contact.jpg	lucideus/www.lucideus.com/images/section-contact.jpg	(from https://www.lucideus.com/)
17:15:27	18656/18656	---M--	200	added ('OK')	image/gif	date:Wed,%2021%20Aug%202019%2004:38:29%20GMT	https://www.lucideus.com/images/contact-form-loader.gif	lucideus/www.lucideus.com/images/contact-form-loader.gif	(from https://www.lucideus.com/)
17:15:28	471/471	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:38:30%20GMT	https://www.lucideus.com/images/contact-form-tick.png	lucideus/www.lucideus.com/images/contact-form-tick.png	(from https://www.lucideus.com/)
17:15:29	125110/125110	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202019%2004:39:00%20GMT	https://www.lucideus.com/images/media-fortune-jc.jpeg	lucideus/www.lucideus.com/images/media-fortune-jc.jpg	(from https://www.lucideus.com/)
17:15:30	62476/62476	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2004:39:20%20GMT	https://www.lucideus.com/terms.html	lucideus/www.lucideus.com/terms.html	(from https://www.lucideus.com/)
17:15:31	40586/40586	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2004:39:20%20GMT	https://www.lucideus.com/privacy.html	lucideus/www.lucideus.com/privacy.html	(from https://www.lucideus.com/)
17:15:32	86926/86926	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:10%20GMT	https://www.lucideus.com/js/lib/jquery-3.3.1.min.js	lucideus/www.lucideus.com/js/lib/jquery-3.3.1.min.js	(from https://www.lucideus.com/)
17:15:33	20336/20336	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:10%20GMT	https://www.lucideus.com/js/lib/popper-1.14.3.min.js	lucideus/www.lucideus.com/js/lib/popper-1.14.3.min.js	(from https://www.lucideus.com/)
17:15:34	51039/51039	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:10%20GMT	https://www.lucideus.com/js/lib/bootstrap-4.1.3.min.js	lucideus/www.lucideus.com/js/lib/bootstrap-4.1.3.min.js	(from https://www.lucideus.com/)
17:15:35	1896/1896	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:11%20GMT	https://www.lucideus.com/js/plugins/svg4everybody.min.js	lucideus/www.lucideus.com/js/plugins/svg4everybody.min.js	(from https://www.lucideus.com/)
17:15:36	14239/14239	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:11%20GMT	https://www.lucideus.com/js/plugins/aos.min.js	lucideus/www.lucideus.com/js/plugins/aos.min.js	(from https://www.lucideus.com/)
17:15:37	2770/2770	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:11%20GMT	https://www.lucideus.com/js/plugins/paroller.min.js	lucideus/www.lucideus.com/js/plugins/paroller.min.js	(from https://www.lucideus.com/)
17:15:38	42862/42862	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:11%20GMT	https://www.lucideus.com/js/plugins/slick.min.js	lucideus/www.lucideus.com/js/plugins/slick.min.js	(from https://www.lucideus.com/)
17:15:39	3878/3878	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:09%20GMT	https://www.lucideus.com/js/init.js	lucideus/www.lucideus.com/js/init.js	(from https://www.lucideus.com/)
17:15:40	49616/49616	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:10%20GMT	https://www.lucideus.com/js/lib/jquery.validate.js	lucideus/www.lucideus.com/js/lib/jquery.validate.js	(from https://www.lucideus.com/)
17:15:41	6713/6713	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Aug%202019%2004:39:11%20GMT	https://www.lucideus.com/js/lib/validation-rules.js	lucideus/www.lucideus.com/js/lib/validation-rules.js	(from https://www.lucideus.com/)
17:15:42	3070/3070	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:31%20GMT	https://www.lucideus.com/images/icon-leaves.svg	lucideus/www.lucideus.com/images/icon-leaves.svg	(from https://www.lucideus.com/css/styles.css)
17:15:43	24588/24588	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:39:09%20GMT	https://www.lucideus.com/images/world-map.svg	lucideus/www.lucideus.com/images/world-map.svg	(from https://www.lucideus.com/css/styles.css)
17:15:44	899/899	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:25%20GMT	https://www.lucideus.com/images/bgr-hexagon.svg	lucideus/www.lucideus.com/images/bgr-hexagon.svg	(from https://www.lucideus.com/css/styles.css)
17:15:45	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Aug%202019%2011:45:45%20GMT	https://www.lucideus.com/images/logos/logo-government.svg	lucideus/www.lucideus.com/images/logos/logo-government.svg	(from https://www.lucideus.com/index.html)
17:15:47	154568/154568	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:38:59%20GMT	https://www.lucideus.com/images/lucideus-story.png	lucideus/www.lucideus.com/images/lucideus-story.png	(from https://www.lucideus.com/about.html)
17:15:47	19593/19593	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-01.png	lucideus/www.lucideus.com/images/story-01.png	(from https://www.lucideus.com/about.html)
17:15:48	19987/19987	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-02.png	lucideus/www.lucideus.com/images/story-02.png	(from https://www.lucideus.com/about.html)
17:15:49	9306/9306	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-03.png	lucideus/www.lucideus.com/images/story-03.png	(from https://www.lucideus.com/about.html)
17:15:50	19601/19601	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-04.png	lucideus/www.lucideus.com/images/story-04.png	(from https://www.lucideus.com/about.html)
17:15:51	6852/6852	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-05.png	lucideus/www.lucideus.com/images/story-05.png	(from https://www.lucideus.com/about.html)
17:15:52	3255/3255	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-06.png	lucideus/www.lucideus.com/images/story-06.png	(from https://www.lucideus.com/about.html)
17:15:53	6499/6499	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-07.png	lucideus/www.lucideus.com/images/story-07.png	(from https://www.lucideus.com/about.html)
17:15:54	1279/1279	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-08.png	lucideus/www.lucideus.com/images/story-08.png	(from https://www.lucideus.com/about.html)
17:15:55	39925/39925	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:03%20GMT	https://www.lucideus.com/images/story-09.png	lucideus/www.lucideus.com/images/story-09.png	(from https://www.lucideus.com/about.html)
17:15:56	18012/18012	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:38:59%20GMT	https://www.lucideus.com/images/lucideus-timeline.png	lucideus/www.lucideus.com/images/lucideus-timeline.png	(from https://www.lucideus.com/about.html)
17:15:57	10292/10292	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:38:31%20GMT	https://www.lucideus.com/images/growth-img.png	lucideus/www.lucideus.com/images/growth-img.png	(from https://www.lucideus.com/about.html)
17:15:58	9383/9383	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:49%20GMT	https://www.lucideus.com/images/logos/customer/misc/logo-un.svg	lucideus/www.lucideus.com/images/logos/customer/misc/logo-un.svg	(from https://www.lucideus.com/about.html)
17:15:59	6205/6205	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:47%20GMT	https://www.lucideus.com/images/logos/customer/finance/logo-southindian.svg	lucideus/www.lucideus.com/images/logos/customer/finance/logo-southindian.svg	(from https://www.lucideus.com/about.html)
17:16:00	5390/5390	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:40%20GMT	https://www.lucideus.com/images/logos/customer/conglomerates/logo-adani.svg	lucideus/www.lucideus.com/images/logos/customer/conglomerates/logo-adani.svg	(from https://www.lucideus.com/about.html)
17:16:01	15081/15081	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:40%20GMT	https://www.lucideus.com/images/logos/customer/aviation/logo-spicejet.svg	lucideus/www.lucideus.com/images/logos/customer/aviation/logo-spicejet.svg	(from https://www.lucideus.com/about.html)
17:16:02	37569/37569	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:42%20GMT	https://www.lucideus.com/images/logos/customer/e-commerce/logo-goibibo.svg	lucideus/www.lucideus.com/images/logos/customer/e-commerce/logo-goibibo.svg	(from https://www.lucideus.com/about.html)
17:16:04	8586/8586	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:49%20GMT	https://www.lucideus.com/images/logos/customer/misc/logo-ibm.svg	lucideus/www.lucideus.com/images/logos/customer/misc/logo-ibm.svg	(from https://www.lucideus.com/about.html)
17:16:05	12702/12702	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:42%20GMT	https://www.lucideus.com/images/logos/customer/e-commerce/logo-himalaya.svg	lucideus/www.lucideus.com/images/logos/customer/e-commerce/logo-himalaya.svg	(from https://www.lucideus.com/about.html)
17:16:06	45611/45611	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:37%20GMT	https://www.lucideus.com/images/logos/awards/logo-government.svg	lucideus/www.lucideus.com/images/logos/awards/logo-government.svg	(from https://www.lucideus.com/about.html)
17:16:07	188981/188981	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:43%20GMT	https://www.lucideus.com/images/logos/customer/e-commerce/logo-quickr.svg	lucideus/www.lucideus.com/images/logos/customer/e-commerce/logo-quickr.svg	(from https://www.lucideus.com/about.html)
17:16:07	16668/16668	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:37%20GMT	https://www.lucideus.com/images/logos/awards/logo-frost-sullivan.svg	lucideus/www.lucideus.com/images/logos/awards/logo-frost-sullivan.svg	(from https://www.lucideus.com/about.html)
17:16:08	3324/3324	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:36%20GMT	https://www.lucideus.com/images/logos/awards/logo-forbes-international.svg	lucideus/www.lucideus.com/images/logos/awards/logo-forbes-international.svg	(from https://www.lucideus.com/about.html)
17:16:09	50726/50726	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:35%20GMT	https://www.lucideus.com/images/logos/awards/logo-aegis-graham-bell.svg	lucideus/www.lucideus.com/images/logos/awards/logo-aegis-graham-bell.svg	(from https://www.lucideus.com/about.html)
17:16:10	17470/17470	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:38%20GMT	https://www.lucideus.com/images/logos/awards/logo-london-partners.svg	lucideus/www.lucideus.com/images/logos/awards/logo-london-partners.svg	(from https://www.lucideus.com/about.html)
17:16:11	29935/29935	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:35%20GMT	https://www.lucideus.com/images/logos/awards/logo-DSCI.svg	lucideus/www.lucideus.com/images/logos/awards/logo-DSCI.svg	(from https://www.lucideus.com/about.html)
17:16:12	9501/9501	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:36%20GMT	https://www.lucideus.com/images/logos/awards/logo-dynamic-ciso.svg	lucideus/www.lucideus.com/images/logos/awards/logo-dynamic-ciso.svg	(from https://www.lucideus.com/about.html)
17:16:13	29801/29801	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:35%20GMT	https://www.lucideus.com/images/logos/awards/logo-business-world-techtors.svg	lucideus/www.lucideus.com/images/logos/awards/logo-business-world-techtors.svg	(from https://www.lucideus.com/about.html)
17:16:14	24481/24481	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:35%20GMT	https://www.lucideus.com/images/logos/awards/logo-cii.svg	lucideus/www.lucideus.com/images/logos/awards/logo-cii.svg	(from https://www.lucideus.com/about.html)
17:16:15	7366/7366	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:36%20GMT	https://www.lucideus.com/images/logos/awards/logo-economictimes.svg	lucideus/www.lucideus.com/images/logos/awards/logo-economictimes.svg	(from https://www.lucideus.com/about.html)
17:16:16	21719/21719	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:36%20GMT	https://www.lucideus.com/images/logos/awards/logo-entrepreneur-magazine.svg	lucideus/www.lucideus.com/images/logos/awards/logo-entrepreneur-magazine.svg	(from https://www.lucideus.com/about.html)
17:16:17	1586/1586	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:36%20GMT	https://www.lucideus.com/images/logos/awards/logo-fortune.svg	lucideus/www.lucideus.com/images/logos/awards/logo-fortune.svg	(from https://www.lucideus.com/about.html)
17:16:18	107973/107973	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:38%20GMT	https://www.lucideus.com/images/logos/awards/logo-niti-aayog.svg	lucideus/www.lucideus.com/images/logos/awards/logo-niti-aayog.svg	(from https://www.lucideus.com/about.html)
17:16:19	21411/21411	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:35%20GMT	https://www.lucideus.com/images/logos/awards/logo-business-world.svg	lucideus/www.lucideus.com/images/logos/awards/logo-business-world.svg	(from https://www.lucideus.com/about.html)
17:16:20	11020/11020	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:36%20GMT	https://www.lucideus.com/images/logos/awards/logo-forbes-asia.svg	lucideus/www.lucideus.com/images/logos/awards/logo-forbes-asia.svg	(from https://www.lucideus.com/about.html)
17:16:21	89402/89402	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/saket.png	lucideus/www.lucideus.com/images/team/passport/saket.png	(from https://www.lucideus.com/about.html)
17:16:22	102929/102929	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/vidit.png	lucideus/www.lucideus.com/images/team/passport/vidit.png	(from https://www.lucideus.com/about.html)
17:16:23	92528/92528	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/rahul.png	lucideus/www.lucideus.com/images/team/passport/rahul.png	(from https://www.lucideus.com/about.html)
17:16:24	111965/111965	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:05%20GMT	https://www.lucideus.com/images/team/passport/anuj.png	lucideus/www.lucideus.com/images/team/passport/anuj.png	(from https://www.lucideus.com/about.html)
17:16:25	119631/119631	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/nakul.png	lucideus/www.lucideus.com/images/team/passport/nakul.png	(from https://www.lucideus.com/about.html)
17:16:26	129146/129146	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:05%20GMT	https://www.lucideus.com/images/team/passport/kapil.png	lucideus/www.lucideus.com/images/team/passport/kapil.png	(from https://www.lucideus.com/about.html)
17:16:27	104842/104842	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/sb.png	lucideus/www.lucideus.com/images/team/passport/sb.png	(from https://www.lucideus.com/about.html)
17:16:28	121197/121197	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:07%20GMT	https://www.lucideus.com/images/team/passport/vineet.png	lucideus/www.lucideus.com/images/team/passport/vineet.png	(from https://www.lucideus.com/about.html)
17:16:29	108642/108642	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/nimish.png	lucideus/www.lucideus.com/images/team/passport/nimish.png	(from https://www.lucideus.com/about.html)
17:16:30	109905/109905	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/nitin.png	lucideus/www.lucideus.com/images/team/passport/nitin.png	(from https://www.lucideus.com/about.html)
17:16:31	112844/112844	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/pawan.png	lucideus/www.lucideus.com/images/team/passport/pawan.png	(from https://www.lucideus.com/about.html)
17:16:33	150044/150044	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/sonali.png	lucideus/www.lucideus.com/images/team/passport/sonali.png	(from https://www.lucideus.com/about.html)
17:16:33	83464/83464	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:06%20GMT	https://www.lucideus.com/images/team/passport/sri.png	lucideus/www.lucideus.com/images/team/passport/sri.png	(from https://www.lucideus.com/about.html)
17:16:34	102953/102953	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:07%20GMT	https://www.lucideus.com/images/team/passport/virendra.png	lucideus/www.lucideus.com/images/team/passport/virendra.png	(from https://www.lucideus.com/about.html)
17:16:36	190991/190991	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202019%2004:38:30%20GMT	https://www.lucideus.com/images/cover-thomas.jpg	lucideus/www.lucideus.com/images/cover-thomas.jpg	(from https://www.lucideus.com/about.html)
17:16:36	7716/7716	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:35%20GMT	https://www.lucideus.com/images/logos/awards/logo-cnbc.svg	lucideus/www.lucideus.com/images/logos/awards/logo-cnbc.svg	(from https://www.lucideus.com/about.html)
17:16:37	2943/2943	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2021%20Aug%202019%2004:38:37%20GMT	https://www.lucideus.com/images/logos/awards/logo-india-today.svg	lucideus/www.lucideus.com/images/logos/awards/logo-india-today.svg	(from https://www.lucideus.com/about.html)
17:16:39	159551/159551	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202019%2004:39:00%20GMT	https://www.lucideus.com/images/media-box-cover.jpg	lucideus/www.lucideus.com/images/media-box-cover.jpg	(from https://www.lucideus.com/about.html)
17:16:39	22747/22747	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202019%2004:39:00%20GMT	https://www.lucideus.com/images/media-economic-times.jpg	lucideus/www.lucideus.com/images/media-economic-times.jpg	(from https://www.lucideus.com/about.html)
17:16:41	267349/267349	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:07%20GMT	https://www.lucideus.com/images/team/saket.png	lucideus/www.lucideus.com/images/team/saket.png	(from https://www.lucideus.com/about.html)
17:16:43	480628/480628	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:08%20GMT	https://www.lucideus.com/images/team/vidit.png	lucideus/www.lucideus.com/images/team/vidit.png	(from https://www.lucideus.com/about.html)
17:16:43	339522/339522	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:07%20GMT	https://www.lucideus.com/images/team/rahul.png	lucideus/www.lucideus.com/images/team/rahul.png	(from https://www.lucideus.com/about.html)
17:16:46	618414/618414	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:04%20GMT	https://www.lucideus.com/images/team/anuj.png	lucideus/www.lucideus.com/images/team/anuj.png	(from https://www.lucideus.com/about.html)
17:16:46	559020/559020	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Aug%202019%2004:39:04%20GMT	https://www.lucideus.com/images/team/nakul.png	lucideus/www.lucideus.com/images/team/nakul.png	(from https://www.lucideus.com/about.html)
